author,text,bias,type,audience
Dana Rohrabacher (Representative from California),"@markandrewscm Obamacare obviously flawed, Prez granted delay 2 businesses,GOP compromise delay it all 4 a yr.Rejected without counteroffer",partisan,policy,constituency
Bernard Sanders (Senator from Vermont),Coming up at Noon: Sen. Sanders will be on @CNNSOTU talking with @CrowleyCNN about the #veterans health care system.,partisan,policy,national
Debbie Wasserman Schultz (Representative from Florida),"#Florida is ""tale of what went right with President Barack Obama's health care overhaulÛ despite GOP opposition: http://t.co/bhsAcU3Wje",partisan,policy,constituency
Mark Kirk (Senator from Illinois),"In 2014 we worked to stop nuclear #Iran, confront #ISIS &amp; support #Israel. #YearInReview2014: http://t.co/okAeKkhQ9z https://t.co/mALyyyzHtm",partisan,policy,national
David Vitter (Senator from Louisiana),"Great questions at my town hall meeting in LaPlace. Good discussion on border crisis, VA, and flood insurance. http://t.co/NWnwaQowsE",partisan,constituency,constituency
Robert Pittenger (Representative from North Carolina),"""Praising my way through"" Thanks to. Chorus @ Christian Faith Assembly Church in Charlotte..about to speak.. http://t.co/8ZrBJeNInB",partisan,personal,constituency
Edward Whitfield (Representative from Kentucky),Today I introduced the 21st Century Energy Workforce Development Jobs Initiative Act w/ Reps Bobby Rush and Bill Johnson @HouseCommerce,partisan,policy,national
John Boehner (Representative from Ohio),The president can take these steps - right now - to #SecureTheBorder &amp; safely return children home. http://t.co/2Dk6rf2NKX #BorderCrisis,partisan,support,national
Debbie Wasserman Schultz (Representative from Florida),TodayÛªs Supreme Court action continues the march of progress towards #marriageequality for all: http://t.co/L41phSwCFY #26statestogo,partisan,mobilization,national
Darrell Issa (Representative from California),Boehner: Issa Was 'Within His Rights' To Cut Off Democrat's Mic http://t.co/w2IzgP8pxy,partisan,other,national
Dean Heller (Senator from Nevada),Pleased the Senate voted to #RenewUI. I urge the House to take action. Nevadans canÛªt wait. http://t.co/a88tlDS81U åÊ,partisan,policy,constituency
Brett Guthrie (Representative from Kentucky),"Thanks, @repdavidscott, for supporting HR 4351, the AlzheimerÛªs Accountability Act. Together we're making it a top priority! #ENDALZ",partisan,support,national
Steve Daines (Representative from Montana),New CMS report shows that #Obamacare is leaving more than 11 million Americans with higher premiums. #RepealObamacare http://t.co/PKWdcSjc3G,partisan,personal,national
Bill Huizenga (Representative from Michigan),@profjonathan: House voted to replace twice w/ no movement from POTUS or Senate.  A lack of action is not an acceptable response,partisan,policy,national
Ron DeSantis (Representative from Florida),RT @FinancialCmte #DoddFrank | Three Years Later http://t.co/uuzxsz248R,partisan,policy,national
Cory Booker (Senator from New Jersey),"Amen, prisons have so many there because they didn't get proper mental health treatment RT @SinaiSecurities: therapy, not incarceration",partisan,policy,national
Steve Scalise (Representative from Louisiana),ICYMI: My interview with @LouDobbsNews last night on @FoxBusiness: http://t.co/F3dvK7NOsq,partisan,policy,national
Tim Griffin (Representative from Arkansas),Thanks for taking my poll! 86% believe Washington has a #spending problem. 73% believe in reducing... http://t.co/tOQPsX0AHf #ar2 #arkansas,partisan,policy,national
Eleanor Norton (Representative from NA),"Government-to-Go: Need help with a federal agency? A caseworker from my office will be at MLK Library, tomorrow, 2 - 4pm. @dcpl #NortonG2G",partisan,information,national
Roy Blunt (Senator from Missouri),Talking with agricultural leaders at @AmericanRoyal in #KC abt the need to repeal the death tax &amp; protect food safety.,partisan,policy,national
Steve Womack (Representative from Arkansas),"#AR3 Due to lapse in approps, the govt shut down @12AM on 10/1/13. DC &amp; Rogers are open for essential services. 
Call:http://t.co/qetrx4nIYF",partisan,personal,national
Eddie Johnson (Representative from Texas),"A majority of small business owners, like this one, agree that Congress must #raisethewage now: http://t.co/zCpw50wYa6",partisan,policy,national
Michael Enzi (Senator from Wyoming),"I'm asking w/ @RepErikPaulsen, @SenJohnBarrasso, and others why IRS sees $100B in Obamacare taxes as insignificant. http://t.co/vt362ZuHFC",partisan,policy,national
Diane Black (Representative from Tennessee),"Proud to intro HR 2775, No Subsidies Without Verification Act, which protects taxpayers from Obamacare fraud &amp; abuse http://t.co/1l2f08ZEqs",partisan,policy,national
Scott Peters (Representative from California),Introduced bill to extend R&amp;D tax credit. http://t.co/nk3EdylBSs Big econ bnfts http://t.co/x6ovtgE3pn via @bradplumer in @washingtonpost,partisan,policy,national
Kirsten Gillibrand (Senator from New York),"At 5:45pm, Sen. @CoryBooker will give his maiden Senate speech on need to #RenewUI--such an impt issue! Follow @SenBookerofc for livetweets.",partisan,policy,national
Kevin Brady (Representative from Texas),"Since Obama Took Office, we have lost 592,000 manufacturing jobs.  http://t.co/q7VTz1Y7fK #SpeechesDontHire",partisan,personal,national
Pete Sessions (Representative from Texas),Today marks the 4th time in 5 years that Pres. Obama missed the legal deadline to submit his budget plan: http://t.co/RivWKVg1 #RequireAPlan,partisan,policy,national
Diane Black (Representative from Tennessee),RT @RepLynnJenkins: Good piece by @RepMikePompeo in @USATODAY on the president's health care law #TrainWreck http://t.co/BCIhYl6UKd,partisan,media,national
John Carter (Representative from Texas),The House has passed numerous bills to empower students and make affordable education a possibility #StuckInTheSenate http://t.co/TgQTIOTNZT,partisan,personal,national
Mitch McConnell (Senator from Kentucky),"President Obama missed this yearÛªs legal deadline to submit a budget to Congress, just like he has nearly every year of his presidency.",partisan,attack,national
Barbara Mikulski (Senator from Maryland),RT @SenateApprops: Chairwoman @SenatorBarb will emphasize need for @NASA to be #economic engine at FY14 #budget hearing. Live at 9:30AM httÛ_,partisan,support,national
Dennis Ross (Representative from Florida),"Even though the president is allowing his jobs council to dissolve, I hope that creating #jobs will be a priority.  http://t.co/oA6nxBhw",partisan,policy,national
Roy Blunt (Senator from Missouri),Middle &amp; low-income families would be hurt most by a #carbontax. We need an all-of-the-above approach to #AmericanEnergy.,partisan,policy,national
Jack Reed (Senator from Rhode Island),The GOP proposal sets no cap on interest rates &amp; could cost students thousands of extra dollars. #DontDoubleMyRate http://t.co/MiIqmRQ1Uj,partisan,policy,national
Ann Wagner (Representative from Missouri),Today's announcement that Pres Obama will be shutting down his jobs council is unacceptable. Please RT if you agree. http://t.co/k9t1wrgG,partisan,policy,national
Barbara Mikulski (Senator from Maryland),I cosponsored bill as lifeline for more than 400K MD students drowning in student debt w interest rates that continue to climb.,partisan,policy,national
Johnny Isakson (Senator from Georgia),RT @wsbtv: .@SenatorIsakson calling for hearing over Atlanta VA scandal: http://t.co/qKYiViGg0J @aarondiamant reports...,partisan,media,constituency
John Thune (Senator from South Dakota),"""ObamaÛªs extreme use of executive discretion"" @georgefwill in @washingtonpost: http://t.co/lBn4bOrrxp",partisan,attack,national
Donald Payne Jr. (Representative from New Jersey),"The faces of hunger are veterans, children, seniors, and the disabled. .@GOPLeader Don't cut #SNAP. #EndHungerNow http://t.co/ZVImYZi1Kc",partisan,policy,national
Barbara Mikulski (Senator from Maryland),"Enough is enough. Standing w patients &amp; families to call on @SpeakerBoehner to allow House vote on clean, short-term CR to get America going",partisan,policy,national
Brian Schatz (Senator from Hawaii),"""Let me be clear, federal workers did not cause this shutdown and should not lose pay because of it."" -@brianschatz",partisan,policy,national
Debbie Wasserman Schultz (Representative from Florida),The #GOPShutdown is hitting home for @JohnBoehner &amp; it's not good. Hoping he watches this &amp; finally calls a vote ÛÓ&gt; http://t.co/DCwRWmv6mM,partisan,policy,national
Barbara Lee (Representative from California),"Gun violence is a public health issue. IÛªm working to lift the current prohibitions on CDC, NIH, and HHS research into firearm safety.",partisan,policy,national
Dennis Ross (Representative from Florida),"TodayÛªs tax code is too complex, too costly, and too time consuming (avg taxpayer spends 13 hrs filing). We must #CutTheCode",partisan,policy,national
Randy Hultgren (Representative from Illinois),Remember Bill? He and his friends are stuck on @SenatorReid's desk. #4jobs http://t.co/0DCNU1R3G7,partisan,attack,national
Barbara Mikulski (Senator from Maryland),"I believe that in America if you work hard &amp; play by the rules, you should be able to get ahead #PaycheckFairness   
http://t.co/Vl8RimfIXa",partisan,support,national
Rick Larsen (Representative from Washington),.@DOTInspectorGen: More work to do to make sure our nationÛªs bridges are safe. http://t.co/LQY1jPLoRl Congress should pass SAFE Bridges Act.,partisan,policy,national
Jeffrey Duncan (Representative from South Carolina),"Watching the IRS hearings this week makes me think the IRS is a good candidate for Mike Rowe's ""Dirty Jobs"" show. #BSIRS #IRSscandal",partisan,policy,national
Andy Harris (Representative from Maryland),On the House floor talking about Obamacare's impact on my constituents.,partisan,policy,constituency
Cedric Richmond (Representative from Louisiana),"FACT: If Congress would #raisethewage to $10.10, weÛªd pump $22 billion into our economy and create 85,000 jobs: http://t.co/B0SeFSHNQt",partisan,support,national
Tom Reed (Representative from New York),The House will vote on the SenateÛªs version of the Violence Against Women Act. I support that version and am looking forward to its passage.,partisan,policy,national
John Boehner (Representative from Ohio),"Vets groups, editorials, Democrats agree: more funding äÊ more #VAaccountability http://t.co/9i3lXJxzaC",partisan,policy,national
Pete Sessions (Representative from Texas),IÛªm disappointed that the AG has chosen to blatantly disregard the Supreme CourtÛªs recent ruling &amp; the basic principles of federalism. #TX,partisan,policy,national
Marsha Blackburn (Representative from Tennessee),"I think it was put Putin who meant to say ""donÛªt worry Barack ÛÒI will have more flexibility after you are reelected."" http://t.co/VZXgDo126g",partisan,attack,national
